,Ciś. pow. za turb.[Pa],ECT - wyjście z sil.[°C],MAF[kg/h],Moc[kW],Moment obrotowy[Nm],Obroty[obr/min],Temp. oleju w misce[°C],Temp. pal. na wyjściu sil.[°C],Temp. powietrza za turb.[°C],Zużycie paliwa średnie[g/s],Rotation,Temp. spalin 1...4/6 - srednia[°C],CO,HC,LAMBDA,CO2,O2,NO,PM,Сalorific value MJ/kg,Cetane number,Density at 15 °C,Viscosity at 40 °C 
252341.0,34710.0,72.5,298.899993896484,61.75257238656231,346.1916797570183,1701.0,92.0,54.0999984741211,67.0,4.19,1700.0,589.0,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252342.0,34710.0,72.5,298.899993896484,61.75257238656231,346.1916797570183,1701.0,92.0,54.0999984741211,67.0,4.19,1700.0,589.0,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252343.0,34710.0,72.5,298.899993896484,61.75257238656231,346.1916797570183,1701.0,92.0,54.0,67.0,4.19,1700.0,589.0,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252356.0,34710.0,72.5,298.899993896484,61.65328945242512,346.1916797570183,1701.0,92.0,54.0,67.0,4.19,1700.0,589.0,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252359.0,34710.0,72.5,298.899993896484,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,589.0,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252379.0,34710.0,72.5,298.899993896484,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,589.0,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252384.0,34848.0,72.5,298.899993896484,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,589.0,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252385.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,589.0,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252392.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,589.0,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252399.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,589.0,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252419.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,589.0,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252434.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,589.0,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252439.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,589.0,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252459.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,589.0,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252479.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,589.0,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252484.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,589.0,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252485.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252499.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252519.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252539.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252540.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252542.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252543.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252556.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252559.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252579.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252585.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252586.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252593.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,66.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252599.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,66.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252619.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,66.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252635.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,66.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252639.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1701.0,92.0,54.0,66.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252659.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1700.0,92.0,54.0,66.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252679.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1700.0,92.0,54.0,66.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252684.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1700.0,92.0,54.0,66.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252685.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1700.0,92.0,54.0,66.0,4.19,1700.0,588.5,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252699.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1700.0,92.0,54.0,66.0,4.19,1700.0,588.5,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252719.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1700.0,92.0,54.0,66.0,4.19,1700.0,588.5,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252739.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1700.0,92.0,54.0,66.0,4.19,1700.0,588.5,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252741.0,34848.0,72.5,301.5,61.65328945242512,346.0923930356251,1700.0,92.0,54.0,66.0,4.19,1700.0,588.5,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252742.0,34848.0,72.5,301.5,61.6619344863591,346.14092216535454,1700.0,92.0,54.0,66.0,4.19,1700.0,588.5,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252743.0,34848.0,72.5,301.5,61.6619344863591,346.14092216535454,1700.0,92.0,54.0999984741211,66.0,4.19,1700.0,588.5,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252756.0,34848.0,72.5,301.5,61.6619344863591,346.14092216535454,1700.0,92.0,54.0999984741211,66.0,4.19,1700.0,588.5,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252759.0,34848.0,72.5,301.5,61.6619344863591,346.14092216535454,1700.0,92.0,54.0999984741211,66.0,4.19,1700.0,588.5,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252779.0,34848.0,72.5,301.5,61.6619344863591,346.14092216535454,1700.0,92.0,54.0999984741211,66.0,4.19,1700.0,588.5,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252785.0,34591.0,72.5,301.399993896484,61.6619344863591,346.14092216535454,1700.0,92.0,54.0999984741211,66.0,4.19,1700.0,588.5,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252793.0,34591.0,72.5,301.399993896484,61.6619344863591,346.14092216535454,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.5,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252799.0,34591.0,72.5,301.399993896484,61.6619344863591,346.14092216535454,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.5,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252819.0,34591.0,72.5,301.399993896484,61.6619344863591,346.14092216535454,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.5,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252835.0,34591.0,72.5,301.399993896484,61.6619344863591,346.14092216535454,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.5,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252839.0,34591.0,72.5,301.399993896484,61.6619344863591,346.0416215219606,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.5,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252859.0,34591.0,72.5,301.399993896484,61.6619344863591,346.0416215219606,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.5,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252879.0,34591.0,72.5,301.399993896484,61.6619344863591,346.0416215219606,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.5,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252885.0,34591.0,72.5,301.399993896484,61.6619344863591,346.0416215219606,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252899.0,34591.0,72.5,301.399993896484,61.6619344863591,346.0416215219606,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252920.0,34591.0,72.5,301.399993896484,61.6619344863591,346.0416215219606,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252939.0,34591.0,72.5,301.399993896484,61.6619344863591,346.0416215219606,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252941.0,34591.0,72.5,301.399993896484,61.6619344863591,346.0416215219606,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252942.0,34591.0,72.5,301.399993896484,61.65328945242512,345.99310631423083,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252943.0,34591.0,72.5,301.399993896484,61.65328945242512,345.99310631423083,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252956.0,34591.0,72.5,301.399993896484,61.55401030554465,345.99310631423083,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252960.0,34591.0,72.5,301.399993896484,61.55401030554465,345.99310631423083,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252980.0,34591.0,72.5,301.399993896484,61.55401030554465,345.99310631423083,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252985.0,34683.0,72.5,301.399993896484,61.55401030554465,345.99310631423083,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252986.0,34683.0,72.5,300.799987792969,61.55401030554465,345.99310631423083,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
252993.0,34683.0,72.5,300.799987792969,61.55401030554465,345.99310631423083,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253000.0,34683.0,72.5,300.799987792969,61.55401030554465,345.99310631423083,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253020.0,34683.0,72.5,300.799987792969,61.55401030554465,345.99310631423083,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253035.0,34683.0,72.5,300.799987792969,61.55401030554465,345.99310631423083,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253040.0,34683.0,72.5,300.799987792969,61.55401030554465,345.99310631423083,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253060.0,34683.0,72.5,300.799987792969,61.55401030554465,345.99310631423083,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253080.0,34683.0,72.5,300.799987792969,61.55401030554465,345.99310631423083,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253085.0,34683.0,72.5,300.799987792969,61.55401030554465,345.99310631423083,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253086.0,34683.0,72.5,300.799987792969,61.55401030554465,345.99310631423083,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253100.0,34683.0,72.5,300.799987792969,61.55401030554465,345.99310631423083,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253120.0,34683.0,72.5,300.799987792969,61.55401030554465,345.99310631423083,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253140.0,34683.0,72.5,300.799987792969,61.55401030554465,345.99310631423083,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253142.0,34683.0,72.5,300.799987792969,61.55401030554465,345.99310631423083,1700.0,92.0,54.0999984741211,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253143.0,34683.0,72.5,300.799987792969,61.55401030554465,345.99310631423083,1700.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253156.0,34683.0,72.5,300.799987792969,61.55401030554465,345.99310631423083,1700.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253160.0,34683.0,72.5,300.799987792969,61.55401030554465,345.99310631423083,1700.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253180.0,34683.0,72.5,300.799987792969,61.55401030554465,345.99310631423083,1700.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253185.0,34683.0,72.5,300.799987792969,61.55401030554465,345.99310631423083,1700.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253186.0,34683.0,72.5,303.5,61.55401030554465,345.99310631423083,1700.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253193.0,34683.0,72.5,303.5,61.55401030554465,345.99310631423083,1700.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253194.0,34683.0,72.5,303.5,61.55401030554465,345.99310631423083,1700.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253200.0,34683.0,72.5,303.5,61.55401030554465,345.99310631423083,1700.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253220.0,34683.0,72.5,303.5,61.55401030554465,345.99310631423083,1699.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253236.0,34683.0,72.5,303.5,61.55401030554465,345.99310631423083,1699.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253240.0,34683.0,72.5,303.5,61.55401030554465,345.99310631423083,1699.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253260.0,34683.0,72.5,303.5,61.55401030554465,345.99310631423083,1699.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253280.0,34683.0,72.5,303.5,61.55401030554465,345.99310631423083,1699.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253285.0,34683.0,72.5,303.5,61.55401030554465,345.99310631423083,1699.0,92.0,54.0,67.0,4.19,1700.0,588.75,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253286.0,34683.0,72.5,303.5,61.55401030554465,345.99310631423083,1699.0,92.0,54.0,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253300.0,34683.0,72.5,303.5,61.55401030554465,345.99310631423083,1699.0,92.0,54.0,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253320.0,34683.0,72.5,303.5,61.55401030554465,345.8938195928366,1699.0,92.0,54.0,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253340.0,34683.0,72.5,303.5,61.55401030554465,345.8938195928366,1699.0,92.0,54.0,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253342.0,34683.0,72.5,303.5,61.55401030554465,345.8938195928366,1699.0,92.0,54.0,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253343.0,34683.0,72.5,303.5,61.55401030554465,345.8938195928366,1699.0,92.0,54.0,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253344.0,34683.0,72.5,303.5,61.55401030554465,345.8938195928366,1699.0,92.0,54.0999984741211,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253357.0,34683.0,72.5,303.5,61.55401030554465,345.8938195928366,1699.0,92.0,54.0999984741211,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253360.0,34683.0,72.5,303.5,61.55401030554465,345.8938195928366,1699.0,92.0,54.0999984741211,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253380.0,34683.0,72.5,303.5,61.55401030554465,345.8938195928366,1699.0,92.0,54.0999984741211,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253386.0,34463.0,72.5,302.0,61.55401030554465,345.8938195928366,1699.0,92.0,54.0999984741211,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253394.0,34463.0,72.5,302.0,61.55401030554465,345.8938195928366,1699.0,92.0,54.0999984741211,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253400.0,34463.0,72.5,302.0,61.55401030554465,345.8938195928366,1699.0,92.0,54.0999984741211,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253420.0,34463.0,72.5,302.0,61.55401030554465,345.8938195928366,1699.0,92.0,54.0999984741211,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253435.0,34463.0,72.5,302.0,61.55401030554465,345.8938195928366,1699.0,92.0,54.0999984741211,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253440.0,34463.0,72.5,302.0,61.55401030554465,345.7945328714434,1699.0,92.0,54.0999984741211,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253460.0,34463.0,72.5,302.0,61.55401030554465,345.7945328714434,1699.0,92.0,54.0999984741211,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253480.0,34463.0,72.5,302.0,61.55401030554465,345.7945328714434,1699.0,92.0,54.0999984741211,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253486.0,34463.0,72.5,302.0,61.55401030554465,345.7945328714434,1699.0,92.0,54.0999984741211,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253500.0,34463.0,72.5,302.0,61.55401030554465,345.7945328714434,1699.0,92.0,54.0999984741211,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253520.0,34463.0,72.5,302.0,61.55401030554465,345.7945328714434,1699.0,92.0,54.0999984741211,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253540.0,34463.0,72.5,302.0,61.55401030554465,345.7945328714434,1699.0,92.0,54.0999984741211,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253542.0,34463.0,72.5,302.0,61.55401030554465,345.7945328714434,1699.0,92.0,54.0999984741211,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253543.0,34463.0,72.5,302.0,61.55401030554465,345.7945328714434,1699.0,92.0,54.0999984741211,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253544.0,34463.0,72.5,302.0,61.55401030554465,345.7945328714434,1699.0,92.0,54.0,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253557.0,34463.0,72.5,302.0,61.55401030554465,345.7945328714434,1699.0,92.0,54.0,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253560.0,34463.0,72.5,302.0,61.55401030554465,345.7945328714434,1699.0,92.0,54.0,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253580.0,34463.0,72.5,302.0,61.55401030554465,345.7945328714434,1699.0,92.0,54.0,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253586.0,34573.0,72.5,299.700012207031,61.55401030554465,345.7945328714434,1699.0,92.0,54.0,67.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253594.0,34573.0,72.5,299.700012207031,61.55401030554465,345.7945328714434,1699.0,92.0,54.0,66.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253600.0,34573.0,72.5,299.700012207031,61.55401030554465,345.7945328714434,1699.0,92.0,54.0,66.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253620.0,34573.0,72.5,299.700012207031,61.55401030554465,345.7945328714434,1699.0,92.0,54.0,66.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253636.0,34573.0,72.5,299.700012207031,61.55401030554465,345.7945328714434,1699.0,92.0,54.0,66.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
253640.0,34573.0,72.5,299.700012207031,61.55401030554465,345.7945328714434,1699.0,92.0,54.0,66.0,4.19,1700.0,589.25,0.04,7.0,1.5,10.2,7.17,293.0,3.56,38,56,882.9,4.454
